Ride_ID,Tourist_Place,City,State,Ride_Type,Vehicle_Category,Vehicle_Model,Seating_Capacity,Price,Currency,Booking_Type,Duration_Hours,Distance_Covered_km,Hotel_Pickup,Hotel_Drop,Pickup_Location_Type,Drop_Location_Type,Extra_Km_Charge,Extra_Hour_Charge,Fuel_Included,Driver_Included,Driver_Rating,Ride_Rating,Availability,Estimated_Arrival,Cancellation,Amenities,Driver_Languages,Verified,Charging_Port,Music_System,WiFi,Child_Seat
RB00581,Auli Ski Resort,Auli,Uttarakhand,Tempo Traveller,Economy,Force Tempo Traveller 12-Seater (Non-AC),12,9855,INR,Full Day Rental,10,109.1,Yes,No,Airport,Airport,16.8,300,No,Yes,4.3,4.1,Available Now,14 mins,Free cancellation up to 1 hour before pickup,None,English,Yes,No,No,No,No
RB00582,Auli Ski Resort,Auli,Uttarakhand,Auto,Economy,Bajaj RE Compact Auto,3,480,INR,One Way,2.3,21.6,Yes,Yes,Railway Station,Hotel,10.9,235,Yes,Yes,4.7,4.9,Scheduled Only,27 mins,50% refund if cancelled within 6 hours of pickup,"Bottled Water, Hand Sanitizer",Regional Language,Yes,No,Yes,No,No
RB00583,Badrinath Temple,Badrinath,Uttarakhand,Auto,Premium,Bajaj RE Electric Auto,3,5250,INR,Full Day Rental,12,134.1,No,Yes,Anywhere in City,Airport,19,280,No,Yes,4.8,3.5,Available Now,20 mins,50% refund if cancelled within 6 hours of pickup,"Bottled Water, First Aid Kit",Regional Language,Yes,No,Yes,No,No
RB00584,Badrinath Temple,Badrinath,Uttarakhand,Bike,Premium,Bajaj Dominar 400,2,4085,INR,Full Day Rental,8,88.3,No,Yes,Anywhere in City,Airport,23.5,275,Yes,No,2.7,4.9,Available Now,9 mins,Free cancellation up to 24 hours before pickup,Sanitized Vehicle,N/A,No,No,No,No,No
RB00585,Badrinath Temple,Badrinath,Uttarakhand,Auto,Economy,Bajaj RE Compact Auto,3,2765,INR,Full Day Rental,8,60.7,No,No,Railway Station,Airport,11.6,280,No,Yes,4.4,3.5,Available Now,14 mins,Free cancellation up to 1 hour before pickup,Bottled Water,English,Yes,No,Yes,No,No
RB00586,Badrinath Temple,Badrinath,Uttarakhand,Tempo Traveller,Economy,Force Tempo Traveller 12-Seater (Non-AC),12,4190,INR,One Way,1.4,22.3,Yes,Yes,Airport,Airport,26.5,290,No,Yes,4.2,3.2,Available in 10 mins,17 mins,50% refund if cancelled within 6 hours of pickup,None,English,Yes,Yes,No,No,No
RB00587,Binsar Wildlife Sanctuary,Almora,Uttarakhand,Bike,Economy,TVS Sport,2,3480,INR,Full Day Rental,12,95,Yes,Yes,Hotel,Hotel,10.7,315,No,No,4.7,3.1,Available Now,26 mins,Free cancellation up to 1 hour before pickup,"Bottled Water, Hand Sanitizer",N/A,Yes,No,No,No,No
RB00588,Binsar Wildlife Sanctuary,Almora,Uttarakhand,Jeep,Economy,Mahindra Thar (Base),4,1765,INR,One Way,2.3,8.1,No,Yes,Airport,Airport,20.7,140,Yes,Yes,4.3,4.1,Available in 10 mins,16 mins,50% refund if cancelled within 6 hours of pickup,None,Hindi,Yes,Yes,No,No,Yes
RB00589,Binsar Wildlife Sanctuary,Almora,Uttarakhand,Tempo Traveller,Premium,Force Tempo Traveller 17-Seater (AC),17,18240,INR,Full Day Rental,10,97.7,Yes,Yes,Railway Station,Tourist Place,17.6,305,Yes,Yes,4.2,4.4,Available Now,27 mins,Free cancellation up to 1 hour before pickup,First Aid Kit,"Hindi, English, Regional Language",Yes,Yes,Yes,No,No
RB00590,Chaubatia Gardens,Ranikhet,Uttarakhand,SUV,Luxury,Toyota Fortuner,7,4100,INR,One Way,1.6,14.6,No,Yes,Airport,Hotel,12.4,100,No,Yes,4,4.9,Scheduled Only,5 mins,50% refund if cancelled within 6 hours of pickup,Sanitized Vehicle,"Hindi, English",Yes,Yes,Yes,Yes,No
RB00591,Chaubatia Gardens,Ranikhet,Uttarakhand,Jeep,Economy,Mahindra Thar (Base),4,3085,INR,Round Trip,2.5,12.6,No,No,Railway Station,Hotel,22.1,265,Yes,Yes,4.7,3.1,Available Now,5 mins,Free cancellation up to 1 hour before pickup,"Umbrella, Bottled Water","Hindi, English",Yes,No,Yes,No,No
RB00592,Chaubatia Gardens,Ranikhet,Uttarakhand,Tempo Traveller,Premium,Force Tempo Traveller 17-Seater (AC),17,15385,INR,Full Day Rental,10,47.1,No,No,Airport,Hotel,20,305,Yes,Yes,3.3,3.2,Available Now,3 mins,Free cancellation up to 1 hour before pickup,None,Hindi,No,Yes,Yes,No,No
RB00593,Jim Corbett National Park,Jim Corbett,Uttarakhand,Bike,Economy,Bajaj Platina,2,385,INR,One Way,1.6,23.5,No,No,Hotel,Hotel,18.1,315,Yes,No,3.9,3.1,Scheduled Only,5 mins,Free cancellation up to 24 hours before pickup,Bottled Water,N/A,Yes,No,No,No,No
RB00594,Jim Corbett National Park,Jim Corbett,Uttarakhand,Auto,Economy,Bajaj RE Compact Auto,3,960,INR,Round Trip,4.1,18.2,Yes,Yes,Airport,Hotel,8.3,195,Yes,Yes,3.6,3.9,Scheduled Only,21 mins,50% refund if cancelled within 6 hours of pickup,"Reading Light, Bottled Water",Hindi,No,No,Yes,No,No
RB00595,Jim Corbett National Park,Jim Corbett,Uttarakhand,Cab,Economy,Maruti Suzuki WagonR,4,1245,INR,One Way,0.9,28.5,No,No,Anywhere in City,Hotel,9.3,240,Yes,Yes,3.7,3,Available Now,10 mins,Non-refundable,"Sanitized Vehicle, First Aid Kit","Hindi, English",No,Yes,No,No,No
RB00596,Gangotri Temple,Uttarkashi,Uttarakhand,SUV,Economy,Mahindra Bolero,7,5695,INR,Full Day Rental,10,91.4,Yes,Yes,Railway Station,Airport,8.1,145,No,Yes,4.7,3.5,Available Now,18 mins,Free cancellation up to 1 hour before pickup,"Bottled Water, First Aid Kit","Hindi, English, Regional Language",Yes,No,No,No,No
RB00597,Gangotri Temple,Uttarkashi,Uttarakhand,Tempo Traveller,Premium,Force Tempo Traveller 17-Seater (AC),17,4605,INR,One Way,1.6,22.5,No,Yes,Anywhere in City,Tourist Place,34.1,120,Yes,Yes,3.3,3.5,Available in 10 mins,28 mins,Free cancellation up to 24 hours before pickup,"Umbrella, Bottled Water","Hindi, English",No,Yes,Yes,No,No
RB00598,Gangotri Temple,Uttarkashi,Uttarakhand,Cab,Premium,Honda City,4,5625,INR,Full Day Rental,8,89.1,No,Yes,Hotel,Hotel,15.9,220,No,Yes,4,3.8,Available in 10 mins,23 mins,Free cancellation up to 1 hour before pickup,"Bottled Water, First Aid Kit",Hindi,Yes,No,No,No,No
RB00599,Tungnath Temple,Chopta,Uttarakhand,Auto,Luxury,TVS King Deluxe Auto,3,1135,INR,One Way,2.9,44,No,Yes,Hotel,Airport,23.8,320,Yes,Yes,4.7,4.9,Available in 20 mins,18 mins,Free cancellation up to 6 hours before pickup,First Aid Kit,"Hindi, English, Regional Language",Yes,No,No,No,No
RB00600,Tungnath Temple,Chopta,Uttarakhand,Cab,Luxury,Mercedes-Benz E-Class,4,2795,INR,One Way,0.6,5.6,Yes,Yes,Airport,Tourist Place,17.6,160,Yes,Yes,3.6,3.3,Scheduled Only,23 mins,Free cancellation up to 6 hours before pickup,"Bottled Water, First Aid Kit",English,No,Yes,Yes,No,Yes
RB00601,Tungnath Temple,Chopta,Uttarakhand,Bike,Premium,Royal Enfield Classic 350,2,1480,INR,Round Trip,3.4,4.8,No,Yes,Railway Station,Tourist Place,8.7,325,Yes,Yes,4.9,4.1,Available in 10 mins,12 mins,Non-refundable,"Umbrella, Bottled Water",Hindi,Yes,No,No,No,No
RB00602,Valley of Flowers,Joshimath,Uttarakhand,Bike,Economy,Hero Splendor Plus,2,6105,INR,Full Day Rental,12,141.9,Yes,No,Anywhere in City,Hotel,12.5,220,Yes,No,4.2,3.3,Available in 20 mins,20 mins,Free cancellation up to 24 hours before pickup,"Sanitized Vehicle, First Aid Kit",N/A,Yes,No,No,No,No
RB00603,Valley of Flowers,Joshimath,Uttarakhand,Bike,Economy,TVS Sport,2,455,INR,One Way,1.5,14.2,No,Yes,Railway Station,Tourist Place,16.2,345,No,No,4.3,4.7,Available Now,11 mins,Free cancellation up to 1 hour before pickup,First Aid Kit,N/A,Yes,No,No,No,No
RB00604,Valley of Flowers,Joshimath,Uttarakhand,Auto,Economy,Bajaj RE Compact Auto,3,585,INR,One Way,0.8,33,No,Yes,Airport,Hotel,23.6,165,Yes,Yes,4.7,3,Available in 10 mins,13 mins,50% refund if cancelled within 6 hours of pickup,"Bottled Water, First Aid Kit","Hindi, English",Yes,No,Yes,No,No
RB00605,Taj Mahal,Agra,Uttar Pradesh,Bike,Economy,Hero Splendor Plus,2,710,INR,One Way,1.2,32.3,No,No,Hotel,Airport,10.2,150,Yes,No,4.5,3,Scheduled Only,16 mins,Free cancellation up to 6 hours before pickup,Sanitized Vehicle,N/A,Yes,No,No,No,No
RB00606,Taj Mahal,Agra,Uttar Pradesh,Cab,Economy,Hyundai Xcent,4,6940,INR,Full Day Rental,8,133.3,No,No,Railway Station,Airport,15.2,260,Yes,Yes,3.7,3.8,Available Now,19 mins,Non-refundable,"Bottled Water, First Aid Kit","Hindi, English, Regional Language",No,Yes,Yes,No,No
RB00607,Taj Mahal,Agra,Uttar Pradesh,Bike,Premium,KTM Duke 200,2,3605,INR,Full Day Rental,8,45.4,Yes,No,Railway Station,Hotel,19.8,185,Yes,No,3.9,4.5,Available in 10 mins,28 mins,Free cancellation up to 6 hours before pickup,None,N/A,Yes,No,No,No,No
RB00608,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,Jeep,Economy,Mahindra Thar (Base),4,1745,INR,One Way,1.1,24.6,Yes,Yes,Railway Station,Hotel,13.1,340,Yes,Yes,4.9,4.4,Available in 20 mins,27 mins,Free cancellation up to 6 hours before pickup,"Sanitized Vehicle, First Aid Kit","Hindi, English",Yes,Yes,Yes,No,No
RB00609,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,Auto,Economy,Piaggio Ape Auto,3,1450,INR,Round Trip,3.4,34.8,No,No,Airport,Hotel,21.3,295,Yes,Yes,4.8,3.5,Scheduled Only,30 mins,Non-refundable,Sanitized Vehicle,English,Yes,No,No,No,No
RB00610,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,SUV,Economy,Mahindra Bolero,7,6880,INR,Full Day Rental,8,106.9,No,Yes,Airport,Hotel,11,160,No,Yes,3.2,4,Scheduled Only,11 mins,Non-refundable,Sanitized Vehicle,Regional Language,No,No,Yes,No,Yes
RB00611,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,Jeep,Economy,Force Gurkha,4,7640,INR,Full Day Rental,12,127.7,Yes,Yes,Anywhere in City,Airport,16.8,185,No,Yes,2.7,3.2,Available Now,21 mins,50% refund if cancelled within 6 hours of pickup,"Reading Light, Bottled Water",Hindi,No,No,Yes,No,Yes
RB00612,Bara Imambara,Lucknow,Uttar Pradesh,Jeep,Premium,Mahindra Thar LX 4x4,5,2520,INR,One Way,2.8,33.7,No,No,Airport,Tourist Place,13.9,240,Yes,Yes,2.6,3.7,Available in 10 mins,13 mins,50% refund if cancelled within 6 hours of pickup,None,English,No,Yes,Yes,No,No
RB00613,Bara Imambara,Lucknow,Uttar Pradesh,Cab,Premium,Hyundai Verna,4,1220,INR,One Way,2.9,4.3,No,No,Airport,Hotel,22.4,100,Yes,Yes,4.9,3.6,Available Now,21 mins,Non-refundable,"Bottled Water, Hand Sanitizer","Hindi, English",Yes,Yes,No,No,Yes
RB00614,Bara Imambara,Lucknow,Uttar Pradesh,Jeep,Economy,Force Gurkha,4,6425,INR,Full Day Rental,8,58.7,Yes,Yes,Anywhere in City,Hotel,22.1,150,No,Yes,4.3,3.6,Available Now,18 mins,Free cancellation up to 24 hours before pickup,"Bottled Water, First Aid Kit","Hindi, English, Regional Language",Yes,No,Yes,No,Yes
RB00615,Bara Imambara,Lucknow,Uttar Pradesh,Tempo Traveller,Premium,Force Tempo Traveller 17-Seater (AC),17,14475,INR,Full Day Rental,10,47.6,Yes,No,Railway Station,Hotel,20.6,150,Yes,Yes,4.1,4.7,Available in 10 mins,28 mins,Free cancellation up to 6 hours before pickup,"Umbrella, Bottled Water",Hindi,Yes,Yes,Yes,No,No
RB00616,Krishna Janmabhoomi,Mathura,Uttar Pradesh,SUV,Premium,Toyota Innova Crysta,7,2475,INR,One Way,2.9,25.5,No,No,Airport,Airport,18.2,165,No,Yes,4.6,3.2,Scheduled Only,23 mins,Free cancellation up to 24 hours before pickup,"Bottled Water, First Aid Kit","Hindi, English",Yes,Yes,No,No,No
RB00617,Krishna Janmabhoomi,Mathura,Uttar Pradesh,Jeep,Economy,Mahindra Thar (Base),4,7570,INR,Full Day Rental,12,111.4,Yes,Yes,Hotel,Airport,19.2,215,Yes,Yes,4.1,3.4,Available in 10 mins,18 mins,Free cancellation up to 6 hours before pickup,Bottled Water,"Hindi, English, Regional Language",No,Yes,Yes,No,Yes
RB00618,Krishna Janmabhoomi,Mathura,Uttar Pradesh,Bike,Economy,Hero Splendor Plus,2,340,INR,One Way,1.8,5.6,Yes,No,Anywhere in City,Hotel,8.2,105,Yes,No,3,4.4,Available Now,11 mins,50% refund if cancelled within 6 hours of pickup,First Aid Kit,N/A,No,No,No,No,No
RB00619,Krishna Janmabhoomi,Mathura,Uttar Pradesh,Auto,Economy,Bajaj RE Compact Auto,3,480,INR,One Way,1.5,16.2,Yes,Yes,Hotel,Hotel,20.5,350,Yes,Yes,4.1,3.7,Available in 20 mins,12 mins,Free cancellation up to 6 hours before pickup,"Sanitized Vehicle, First Aid Kit","Hindi, English",No,No,No,No,No
RB00620,Ram Janmabhoomi,Ayodhya,Uttar Pradesh,SUV,Economy,Chevrolet Tavera,7,2325,INR,Round Trip,2.4,20.7,No,Yes,Hotel,Airport,22.3,350,Yes,Yes,4.8,3.6,Scheduled Only,21 mins,Free cancellation up to 6 hours before pickup,"Bottled Water, First Aid Kit","Hindi, English, Regional Language",Yes,Yes,Yes,No,Yes
RB00621,Ram Janmabhoomi,Ayodhya,Uttar Pradesh,Auto,Economy,Bajaj RE Compact Auto,3,1145,INR,Round Trip,3.5,26.3,No,No,Hotel,Airport,12,195,Yes,Yes,3.5,4.1,Scheduled Only,27 mins,Free cancellation up to 6 hours before pickup,"Bottled Water, Hand Sanitizer",Regional Language,No,No,Yes,No,No
RB00622,Ram Janmabhoomi,Ayodhya,Uttar Pradesh,Auto,Economy,Bajaj RE Compact Auto,3,3350,INR,Full Day Rental,10,90,Yes,Yes,Anywhere in City,Airport,21,175,No,Yes,4.5,3.8,Available in 20 mins,4 mins,Free cancellation up to 6 hours before pickup,Bottled Water,"Hindi, English, Regional Language",Yes,No,Yes,No,No
RB00623,Banke Bihari Temple,Vrindavan,Uttar Pradesh,SUV,Economy,Mahindra Bolero,7,1705,INR,One Way,1.6,22.3,No,No,Airport,Hotel,9.6,260,No,Yes,4.1,4.4,Scheduled Only,6 mins,Non-refundable,"Bottled Water, First Aid Kit",English,Yes,Yes,Yes,No,No
RB00624,Banke Bihari Temple,Vrindavan,Uttar Pradesh,Tempo Traveller,Economy,Force Tempo Traveller 12-Seater (Non-AC),12,12805,INR,Full Day Rental,10,120.5,No,No,Anywhere in City,Hotel,21.4,290,Yes,Yes,2.7,4.7,Scheduled Only,28 mins,Free cancellation up to 1 hour before pickup,Bottled Water,Hindi,No,Yes,Yes,No,No
RB00625,Banke Bihari Temple,Vrindavan,Uttar Pradesh,Jeep,Economy,Mahindra Thar (Base),4,3370,INR,Round Trip,5.3,10.2,Yes,No,Railway Station,Hotel,9,210,Yes,Yes,3.4,4.4,Scheduled Only,9 mins,Free cancellation up to 1 hour before pickup,Sanitized Vehicle,"Hindi, English",No,Yes,No,No,No
RB00626,Triveni Sangam,Allahabad,Uttar Pradesh,SUV,Economy,Mahindra Bolero,7,6485,INR,Full Day Rental,8,110.6,Yes,No,Hotel,Airport,9.5,130,Yes,Yes,3.8,4.9,Scheduled Only,3 mins,Free cancellation up to 6 hours before pickup,Sanitized Vehicle,English,No,Yes,Yes,No,No
RB00627,Triveni Sangam,Allahabad,Uttar Pradesh,Cab,Economy,Hyundai Xcent,4,2700,INR,Round Trip,5.3,41.1,No,No,Railway Station,Hotel,21.8,120,Yes,Yes,4.5,3.4,Scheduled Only,13 mins,Free cancellation up to 24 hours before pickup,"Bottled Water, First Aid Kit",Regional Language,Yes,No,No,No,No
RB00628,Triveni Sangam,Allahabad,Uttar Pradesh,Auto,Luxury,TVS King Deluxe Auto,3,1885,INR,Round Trip,2.3,37.1,No,No,Hotel,Hotel,14,230,Yes,Yes,4,4.8,Available in 10 mins,30 mins,50% refund if cancelled within 6 hours of pickup,"Reading Light, Bottled Water",Regional Language,Yes,No,Yes,No,No
RB00629,Jhansi Fort,Jhansi,Uttar Pradesh,Cab,Economy,Hyundai Xcent,4,2530,INR,Round Trip,3.7,44.1,Yes,No,Railway Station,Airport,16.6,230,No,Yes,4.1,4.9,Available in 20 mins,14 mins,Free cancellation up to 24 hours before pickup,None,Hindi,Yes,Yes,Yes,No,No
RB00630,Jhansi Fort,Jhansi,Uttar Pradesh,SUV,Economy,Chevrolet Tavera,7,2590,INR,Round Trip,3.5,17.8,Yes,Yes,Railway Station,Tourist Place,9.8,215,Yes,Yes,4.6,3.2,Available in 10 mins,5 mins,Free cancellation up to 1 hour before pickup,"Bottled Water, Hand Sanitizer","Hindi, English",Yes,No,No,No,Yes
RB00631,Jhansi Fort,Jhansi,Uttar Pradesh,Auto,Economy,Piaggio Ape Auto,3,5340,INR,Full Day Rental,12,143.7,Yes,No,Railway Station,Hotel,13.4,330,Yes,Yes,3.7,4.8,Available in 10 mins,7 mins,Non-refundable,"Umbrella, Bottled Water","Hindi, English, Regional Language",No,No,Yes,No,No
RB00632,Dhamek Stupa,Sarnath,Uttar Pradesh,SUV,Premium,Mahindra XUV700,7,1915,INR,One Way,0.8,6.3,No,No,Anywhere in City,Airport,23.1,170,Yes,Yes,4.8,4.5,Available in 10 mins,29 mins,Free cancellation up to 24 hours before pickup,"Reading Light, Bottled Water","Hindi, English, Regional Language",Yes,Yes,No,No,No
RB00633,Dhamek Stupa,Sarnath,Uttar Pradesh,SUV,Premium,Toyota Innova Crysta,7,2685,INR,One Way,1.5,3.4,Yes,Yes,Hotel,Hotel,12.7,115,Yes,Yes,3.9,4.4,Available in 20 mins,4 mins,Free cancellation up to 1 hour before pickup,None,Regional Language,Yes,No,No,No,No
RB00634,Dhamek Stupa,Sarnath,Uttar Pradesh,Auto,Luxury,TVS King Deluxe Auto,3,1675,INR,Round Trip,3,34.9,No,No,Hotel,Hotel,9,340,Yes,Yes,4.6,4.1,Available Now,3 mins,Free cancellation up to 1 hour before pickup,None,"Hindi, English",Yes,No,Yes,No,No
RB00635,Buland Darwaza,Fatehpur Sikri,Uttar Pradesh,Cab,Luxury,Mercedes-Benz E-Class,4,6625,INR,Round Trip,2.5,32.2,No,No,Railway Station,Hotel,8.3,185,Yes,Yes,3.9,3.7,Available in 10 mins,7 mins,50% refund if cancelled within 6 hours of pickup,Bottled Water,Hindi,No,Yes,No,No,Yes
RB00636,Buland Darwaza,Fatehpur Sikri,Uttar Pradesh,Auto,Economy,Piaggio Ape Auto,3,620,INR,One Way,2.1,27.4,Yes,Yes,Railway Station,Tourist Place,22.6,100,No,Yes,3.8,4.7,Available Now,13 mins,Free cancellation up to 24 hours before pickup,Bottled Water,"Hindi, English, Regional Language",Yes,No,Yes,No,No
RB00637,Buland Darwaza,Fatehpur Sikri,Uttar Pradesh,Cab,Economy,Maruti Suzuki Dzire,4,655,INR,One Way,1.5,6.7,No,No,Anywhere in City,Tourist Place,20.8,350,Yes,Yes,3.3,4.1,Available in 10 mins,4 mins,Free cancellation up to 24 hours before pickup,"Sanitized Vehicle, First Aid Kit",Regional Language,No,Yes,Yes,No,No
RB00638,Okhla Bird Sanctuary,Noida,Uttar Pradesh,Jeep,Premium,Mahindra Thar LX 4x4,5,4410,INR,Round Trip,4.1,18.5,Yes,Yes,Hotel,Tourist Place,9.9,295,No,Yes,4.7,3.4,Scheduled Only,24 mins,Free cancellation up to 24 hours before pickup,"Bottled Water, Hand Sanitizer","Hindi, English, Regional Language",Yes,No,Yes,No,No
RB00639,Okhla Bird Sanctuary,Noida,Uttar Pradesh,Bike,Premium,Bajaj Dominar 400,2,1840,INR,Round Trip,3.7,26.8,No,No,Hotel,Airport,18,165,No,No,4.6,3.8,Available Now,3 mins,Free cancellation up to 1 hour before pickup,"Umbrella, Bottled Water",N/A,Yes,No,No,No,No
RB00640,Okhla Bird Sanctuary,Noida,Uttar Pradesh,Tempo Traveller,Economy,Force Tempo Traveller 12-Seater (Non-AC),12,13795,INR,Full Day Rental,12,143.7,No,No,Railway Station,Hotel,28.1,350,Yes,Yes,4.4,3.1,Available Now,8 mins,Free cancellation up to 6 hours before pickup,"Bottled Water, First Aid Kit","Hindi, English, Regional Language",Yes,Yes,No,No,No
RB00641,Aligarh Fort,Aligarh,Uttar Pradesh,Auto,Economy,Piaggio Ape Auto,3,890,INR,Round Trip,3.1,23.5,Yes,Yes,Anywhere in City,Tourist Place,17.8,270,No,Yes,4.7,3,Available Now,22 mins,Free cancellation up to 24 hours before pickup,Bottled Water,Regional Language,Yes,No,No,No,No
RB00642,Aligarh Fort,Aligarh,Uttar Pradesh,Auto,Premium,Bajaj RE Electric Auto,3,4085,INR,Full Day Rental,10,88.3,Yes,No,Airport,Hotel,23.3,285,Yes,Yes,4.9,3.5,Available in 10 mins,2 mins,Free cancellation up to 1 hour before pickup,"Umbrella, Bottled Water","Hindi, English, Regional Language",Yes,No,Yes,No,No
RB00643,Aligarh Fort,Aligarh,Uttar Pradesh,Bike,Economy,TVS Sport,2,700,INR,One Way,1.1,28.7,Yes,No,Hotel,Tourist Place,13.1,315,Yes,No,4.9,3.2,Available Now,10 mins,Free cancellation up to 24 hours before pickup,None,N/A,Yes,No,No,No,No
RB00644,Augarnath Temple,Meerut,Uttar Pradesh,SUV,Economy,Maruti Suzuki Ertiga,7,5365,INR,Full Day Rental,8,48.9,Yes,No,Anywhere in City,Airport,23,340,Yes,Yes,3.2,4.8,Available Now,14 mins,Free cancellation up to 24 hours before pickup,"Sanitized Vehicle, First Aid Kit",English,No,Yes,Yes,No,No
RB00645,Augarnath Temple,Meerut,Uttar Pradesh,SUV,Premium,Hyundai Creta,7,4745,INR,Round Trip,3.8,30.6,Yes,Yes,Anywhere in City,Tourist Place,8.1,255,Yes,Yes,4,3.8,Scheduled Only,30 mins,Free cancellation up to 1 hour before pickup,"Bottled Water, Hand Sanitizer",Regional Language,Yes,No,Yes,No,No
RB00646,Augarnath Temple,Meerut,Uttar Pradesh,Bike,Economy,Hero Splendor Plus,2,815,INR,One Way,2.6,31.5,No,Yes,Anywhere in City,Hotel,18.9,275,No,No,4.5,3.5,Available in 10 mins,19 mins,50% refund if cancelled within 6 hours of pickup,First Aid Kit,N/A,Yes,No,No,No,No
RB00647,Allen Forest Zoo,Kanpur,Uttar Pradesh,Tempo Traveller,Luxury,Force Urbania Luxury Van,13,14080,INR,Round Trip,3.5,31,Yes,Yes,Hotel,Hotel,29.1,180,Yes,Yes,3.8,3.5,Scheduled Only,26 mins,Non-refundable,"Bottled Water, First Aid Kit","Hindi, English",Yes,Yes,Yes,No,No
RB00648,Allen Forest Zoo,Kanpur,Uttar Pradesh,Cab,Luxury,Skoda Superb,4,3755,INR,One Way,1.9,21.3,No,Yes,Anywhere in City,Hotel,23.4,115,Yes,Yes,3.8,4.8,Available Now,12 mins,Free cancellation up to 6 hours before pickup,"Bottled Water, First Aid Kit","Hindi, English, Regional Language",Yes,Yes,Yes,No,No
RB00649,Allen Forest Zoo,Kanpur,Uttar Pradesh,Jeep,Economy,Force Gurkha,4,1400,INR,One Way,2.8,7.7,Yes,No,Hotel,Tourist Place,11.1,115,No,Yes,4.6,4.3,Available Now,8 mins,Free cancellation up to 24 hours before pickup,Sanitized Vehicle,"Hindi, English",Yes,No,Yes,No,No
RB00650,Dal Lake,Srinagar,Jammu and Kashmir,Auto,Premium,Bajaj RE Electric Auto,3,5740,INR,Full Day Rental,8,124.7,Yes,Yes,Anywhere in City,Airport,22,330,Yes,Yes,4.2,3.9,Available Now,10 mins,50% refund if cancelled within 6 hours of pickup,Sanitized Vehicle,English,Yes,No,Yes,No,No
RB00651,Dal Lake,Srinagar,Jammu and Kashmir,Cab,Economy,Maruti Suzuki WagonR,4,1820,INR,Round Trip,5.4,13.9,No,Yes,Airport,Airport,23.9,265,Yes,Yes,4.2,4.6,Available in 10 mins,30 mins,Non-refundable,"Reading Light, Bottled Water","Hindi, English",Yes,Yes,Yes,No,No
RB00652,Dal Lake,Srinagar,Jammu and Kashmir,Bike,Economy,Hero Splendor Plus,2,1620,INR,Round Trip,4.6,41.3,Yes,No,Hotel,Hotel,23.8,180,Yes,No,3.8,4,Available in 10 mins,25 mins,Free cancellation up to 24 hours before pickup,"Bottled Water, Hand Sanitizer",N/A,Yes,No,No,No,No
RB00653,Pangong Tso,Leh,Ladakh,Auto,Premium,Bajaj RE Electric Auto,3,625,INR,One Way,2,20.9,Yes,No,Hotel,Tourist Place,24.9,325,Yes,Yes,4.5,4.4,Available Now,26 mins,Non-refundable,Sanitized Vehicle,Hindi,Yes,No,Yes,No,No
RB00654,Pangong Tso,Leh,Ladakh,Bike,Premium,KTM Duke 200,2,1050,INR,One Way,2.9,33.2,Yes,Yes,Airport,Hotel,10.6,265,No,No,4.9,4.2,Available Now,11 mins,50% refund if cancelled within 6 hours of pickup,"Reading Light, Bottled Water",N/A,Yes,No,No,No,No
RB00655,Pangong Tso,Leh,Ladakh,Cab,Economy,Maruti Suzuki Dzire,4,2170,INR,Round Trip,4,20.9,Yes,No,Hotel,Airport,11.2,245,No,Yes,4.4,4.7,Available in 10 mins,14 mins,Free cancellation up to 1 hour before pickup,"Bottled Water, Hand Sanitizer",Hindi,Yes,Yes,Yes,No,Yes
RB00656,Betaab Valley,Pahalgam,Jammu and Kashmir,Bike,Economy,Bajaj Platina,2,5190,INR,Full Day Rental,12,127.3,No,No,Anywhere in City,Hotel,13.5,285,Yes,No,2.9,5,Available in 10 mins,7 mins,Free cancellation up to 6 hours before pickup,Bottled Water,N/A,No,No,No,No,No
RB00657,Betaab Valley,Pahalgam,Jammu and Kashmir,SUV,Luxury,Ford Endeavour,7,16335,INR,Full Day Rental,12,148.9,Yes,Yes,Railway Station,Tourist Place,9,130,No,Yes,3.1,4.3,Scheduled Only,9 mins,Non-refundable,First Aid Kit,Hindi,No,No,Yes,Yes,No
RB00658,Betaab Valley,Pahalgam,Jammu and Kashmir,SUV,Economy,Chevrolet Tavera,7,2525,INR,Round Trip,4.2,12.6,Yes,Yes,Hotel,Hotel,21.2,125,Yes,Yes,4.1,3.5,Scheduled Only,23 mins,50% refund if cancelled within 6 hours of pickup,"Sanitized Vehicle, First Aid Kit",Hindi,Yes,Yes,Yes,No,No
RB00659,Betaab Valley,Pahalgam,Jammu and Kashmir,Jeep,Economy,Mahindra Thar (Base),4,7530,INR,Full Day Rental,10,112.6,Yes,No,Railway Station,Tourist Place,12.6,235,Yes,Yes,4.3,4.2,Scheduled Only,19 mins,Non-refundable,"Umbrella, Bottled Water",English,Yes,Yes,No,No,No
RB00660,Vaishno Devi,Jammu,Jammu and Kashmir,Cab,Luxury,Mercedes-Benz E-Class,4,2820,INR,One Way,2.7,6,Yes,No,Hotel,Hotel,17.7,285,Yes,Yes,3.2,4.1,Scheduled Only,14 mins,Free cancellation up to 1 hour before pickup,None,"Hindi, English",No,Yes,Yes,No,No
